Time(s),TidalVolume(mL)
2170.36,529.869
2170.4,529.869
2170.44,529.869
2170.48,529.869
2170.52,529.869
2170.56,529.869
2170.6,529.869
2170.64,529.869
2170.68,529.869
2170.72,529.869
2170.76,529.869
2170.8,529.869
2170.84,529.869
2170.88,529.869
2170.92,529.869
2170.96,529.869
2171,529.869
2171.04,529.869
2171.08,529.869
2171.12,529.869
2171.16,529.869
2171.2,529.869
2171.24,529.869
2171.28,529.869
2171.32,529.869
2171.36,529.869
2171.4,529.869
2171.44,529.869
2171.48,529.869
2171.52,529.869
2171.56,529.869
2171.6,529.869
2171.64,529.869
2171.68,529.869
2171.72,529.869
2171.76,529.869
2171.8,529.869
2171.84,529.869
2171.88,529.869
2171.92,529.869
2171.96,529.869
2172,529.869
2172.04,529.869
2172.08,529.869
2172.12,529.869
2172.16,529.869
2172.2,529.869
2172.24,529.869
2172.28,529.869
2172.32,529.869
2172.36,529.869
2172.4,529.869
2172.44,529.869
2172.48,529.869
2172.52,529.869
2172.56,529.869
2172.6,529.869
2172.64,529.869
2172.68,529.869
2172.72,529.869
2172.76,529.869
2172.8,529.869
2172.84,529.869
2172.88,529.869
2172.92,529.869
2172.96,529.869
2173,529.869
2173.04,529.869
2173.08,529.869
2173.12,529.869
2173.16,529.869
2173.2,529.869
2173.24,529.869
2173.28,529.869
2173.32,529.869
2173.36,529.869
2173.4,529.869
2173.44,529.869
2173.48,529.869
2173.52,529.869
2173.56,529.869
2173.6,529.869
2173.64,529.869
2173.68,529.869
2173.72,529.869
2173.76,529.869
2173.8,529.869
2173.84,529.869
2173.88,529.869
2173.92,529.869
2173.96,529.869
2174,529.869
2174.04,529.869
2174.08,529.869
2174.12,529.869
2174.16,529.869
2174.2,529.869
2174.24,529.869
2174.28,529.869
2174.32,529.869
2174.36,529.869
2174.4,529.869
2174.44,529.869
2174.48,529.869
2174.52,529.869
2174.56,529.869
2174.6,529.869
2174.64,529.869
2174.68,529.869
2174.72,529.869
2174.76,529.869
2174.8,529.869
2174.84,529.869
2174.88,529.869
2174.92,529.869
2174.96,529.869
2175,529.869
2175.04,529.869
2175.08,529.869
2175.12,529.869
2175.16,529.869
2175.2,529.869
2175.24,529.869
2175.28,529.869
2175.32,529.869
2175.36,529.869
2175.4,529.869
2175.44,529.869
2175.48,529.869
2175.52,529.869
2175.56,529.869
2175.6,529.869
2175.64,529.869
2175.68,529.869
2175.72,529.869
2175.76,529.869
2175.8,529.869
2175.84,529.869
2175.88,529.869
2175.92,529.869
2175.96,529.869
2176,529.869
2176.04,529.869
2176.08,529.869
2176.12,529.869
2176.16,529.869
2176.2,529.869
2176.24,529.869
2176.28,529.869
2176.32,529.869
2176.36,529.869
2176.4,529.869
2176.44,529.869
2176.48,529.869
2176.52,529.869
2176.56,529.869
2176.6,529.869
2176.64,529.869
2176.68,529.869
2176.72,529.869
2176.76,529.869
2176.8,529.869
2176.84,529.869
2176.88,529.869
2176.92,529.869
2176.96,529.869
2177,529.869
2177.04,529.869
2177.08,529.869
2177.12,529.869
2177.16,529.869
2177.2,529.869
2177.24,529.869
2177.28,529.869
2177.32,529.869
2177.36,529.869
2177.4,529.869
2177.44,529.869
2177.48,529.869
2177.52,529.869
2177.56,529.869
2177.6,529.869
2177.64,529.869
2177.68,529.869
2177.72,529.869
2177.76,529.869
2177.8,529.869
2177.84,529.869
2177.88,529.869
2177.92,529.869
2177.96,529.869
2178,529.869
2178.04,529.869
2178.08,529.869
2178.12,529.869
2178.16,529.869
2178.2,529.869
2178.24,529.869
2178.28,529.869
2178.32,529.869
2178.36,529.869
2178.4,529.869
2178.44,529.869
2178.48,529.869
2178.52,529.869
2178.56,529.869
2178.6,529.869
2178.64,529.869
2178.68,529.869
2178.72,529.869
2178.76,529.869
2178.8,529.869
2178.84,529.869
2178.88,529.869
2178.92,529.869
2178.96,529.869
2179,529.869
2179.04,529.869
2179.08,529.869
2179.12,529.869
2179.16,529.869
2179.2,529.869
2179.24,529.869
2179.28,529.869
2179.32,529.869
2179.36,529.869
2179.4,529.869
2179.44,529.869
2179.48,529.869
2179.52,529.869
2179.56,529.869
2179.6,529.869
2179.64,529.869
2179.68,529.869
2179.72,529.869
2179.76,529.869
2179.8,529.869
2179.84,529.869
2179.88,529.869
2179.92,529.869
2179.96,529.869
2180,529.869
2180.04,529.869
2180.08,529.869
2180.12,529.869
2180.16,529.869
2180.2,529.869
2180.24,529.869
2180.28,529.869
2180.32,529.869
2180.36,529.869
2180.4,529.869
2180.44,529.869
2180.48,529.869
2180.52,529.869
2180.56,529.869
2180.6,529.869
2180.64,529.869
2180.68,529.869
2180.72,529.869
2180.76,529.869
2180.8,529.869
2180.84,529.869
2180.88,529.869
2180.92,529.869
2180.96,529.869
2181,529.869
2181.04,529.869
2181.08,529.869
2181.12,529.869
2181.16,529.869
2181.2,529.869
2181.24,529.869
2181.28,529.869
2181.32,529.869
2181.36,529.869
2181.4,529.869
2181.44,529.869
2181.48,529.869
2181.52,529.869
2181.56,529.869
2181.6,529.869
2181.64,529.869
2181.68,529.869
2181.72,529.869
2181.76,529.869
2181.8,529.869
2181.84,529.869
2181.88,529.869
2181.92,529.869
2181.96,529.869
2182,529.869
2182.04,529.869
2182.08,529.869
2182.12,529.869
2182.16,529.869
2182.2,529.869
2182.24,529.869
2182.28,529.869
2182.32,529.869
2182.36,529.869
2182.4,529.869
2182.44,529.869
2182.48,529.869
2182.52,529.869
2182.56,529.869
2182.6,529.869
2182.64,529.869
2182.68,529.869
2182.72,529.869
2182.76,529.869
2182.8,529.869
2182.84,529.869
2182.88,529.869
2182.92,529.869
2182.96,529.869
2183,529.869
2183.04,529.869
2183.08,529.869
2183.12,529.869
2183.16,529.869
2183.2,529.869
2183.24,529.869
2183.28,529.869
2183.32,529.869
2183.36,529.869
2183.4,529.869
2183.44,529.869
2183.48,529.869
2183.52,529.869
2183.56,529.869
2183.6,529.869
2183.64,529.869
2183.68,529.869
2183.72,529.869
2183.76,529.869
2183.8,529.869
2183.84,529.869
2183.88,529.869
2183.92,529.869
2183.96,529.869
2184,529.869
2184.04,529.869
2184.08,529.869
2184.12,529.869
2184.16,529.869
2184.2,529.869
2184.24,529.869
2184.28,529.869
2184.32,529.869
2184.36,529.869
2184.4,529.869
2184.44,529.869
2184.48,529.869
2184.52,529.869
2184.56,529.869
2184.6,529.869
2184.64,529.869
2184.68,529.869
2184.72,529.869
2184.76,529.869
2184.8,529.869
2184.84,529.869
2184.88,529.869
2184.92,529.869
2184.96,529.869
2185,529.869
2185.04,529.869
2185.08,529.869
2185.12,529.869
2185.16,529.869
2185.2,529.869
2185.24,529.869
2185.28,529.869
2185.32,529.869
2185.36,529.869
2185.4,529.869
2185.44,529.869
2185.48,529.869
2185.52,529.869
2185.56,529.869
2185.6,529.869
2185.64,529.869
2185.68,529.869
2185.72,529.869
2185.76,529.869
2185.8,529.869
2185.84,529.869
2185.88,529.869
2185.92,529.869
2185.96,529.869
2186,529.869
2186.04,529.869
2186.08,529.869
2186.12,529.869
2186.16,529.869
2186.2,529.869
2186.24,529.869
2186.28,529.869
2186.32,529.869
2186.36,529.869
2186.4,529.869
2186.44,529.869
2186.48,529.869
2186.52,529.869
2186.56,529.869
2186.6,529.869
2186.64,529.869
2186.68,529.869
2186.72,529.869
2186.76,529.869
2186.8,529.869
2186.84,529.869
2186.88,529.869
2186.92,529.869
2186.96,529.869
2187,529.869
2187.04,529.869
2187.08,529.869
2187.12,529.869
2187.16,529.869
2187.2,529.869
2187.24,529.869
2187.28,529.869
2187.32,529.869
2187.36,529.869
2187.4,529.869
2187.44,529.869
2187.48,529.869
2187.52,529.869
2187.56,529.869
2187.6,529.869
2187.64,529.869
2187.68,529.869
2187.72,529.869
2187.76,529.869
2187.8,529.869
2187.84,529.869
2187.88,529.869
2187.92,529.869
2187.96,529.869
2188,529.869
2188.04,529.869
2188.08,529.869
2188.12,529.869
2188.16,529.869
2188.2,529.869
2188.24,529.869
2188.28,529.869
2188.32,529.869
2188.36,529.869
2188.4,529.869
2188.44,529.869
2188.48,529.869
2188.52,529.869
2188.56,529.869
2188.6,529.869
2188.64,529.869
2188.68,529.869
2188.72,529.869
2188.76,529.869
2188.8,529.869
2188.84,529.869
2188.88,529.869
2188.92,529.869
2188.96,529.869
2189,529.869
2189.04,529.869
2189.08,529.869
2189.12,529.869
2189.16,529.869
2189.2,529.869
2189.24,529.869
2189.28,529.869
2189.32,529.869
2189.36,529.869
2189.4,529.869
2189.44,529.869
2189.48,529.869
2189.52,529.869
2189.56,529.869
2189.6,529.869
2189.64,529.869
2189.68,529.869
2189.72,529.869
2189.76,529.869
2189.8,529.869
2189.84,529.869
2189.88,529.869
2189.92,529.869
2189.96,529.869
2190,529.869
2190.04,529.869
2190.08,529.869
2190.12,529.869
2190.16,529.869
2190.2,529.869
2190.24,529.869
2190.28,529.869
2190.32,529.869
2190.36,529.869
2190.4,529.869
2190.44,529.869
2190.48,529.869
2190.52,529.869
2190.56,529.869
2190.6,529.869
2190.64,529.869
2190.68,529.869
2190.72,529.869
2190.76,529.869
2190.8,529.869
2190.84,529.869
2190.88,529.869
2190.92,529.869
2190.96,529.869
2191,529.869
2191.04,529.869
2191.08,529.869
2191.12,529.869
2191.16,529.869
2191.2,529.869
2191.24,529.869
2191.28,529.869
2191.32,529.869
2191.36,529.869
2191.4,529.869
2191.44,529.869
2191.48,529.869
2191.52,529.869
2191.56,529.869
2191.6,529.869
2191.64,529.869
2191.68,529.869
2191.72,529.869
2191.76,529.869
2191.8,529.869
2191.84,529.869
2191.88,529.869
2191.92,529.869
2191.96,529.869
2192,529.869
2192.04,529.869
2192.08,529.869
2192.12,529.869
2192.16,529.869
2192.2,529.869
2192.24,529.869
2192.28,529.869
2192.32,529.869
2192.36,529.869
2192.4,529.869
2192.44,529.869
2192.48,529.869
2192.52,529.869
2192.56,529.869
2192.6,529.869
2192.64,529.869
2192.68,529.869
2192.72,529.869
2192.76,529.869
2192.8,529.869
2192.84,529.869
2192.88,529.869
2192.92,529.869
2192.96,529.869
2193,529.869
2193.04,529.869
2193.08,529.869
2193.12,529.869
2193.16,529.869
2193.2,529.869
2193.24,529.869
2193.28,529.869
2193.32,529.869
2193.36,529.869
2193.4,529.869
2193.44,529.869
2193.48,529.869
2193.52,529.869
2193.56,529.869
2193.6,529.869
2193.64,529.869
2193.68,529.869
2193.72,529.869
2193.76,529.869
2193.8,529.869
2193.84,529.869
2193.88,529.869
2193.92,529.869
2193.96,529.869
2194,529.869
2194.04,529.869
2194.08,529.869
2194.12,529.869
2194.16,529.869
2194.2,529.869
2194.24,529.869
2194.28,529.869
2194.32,529.869
2194.36,529.869
2194.4,529.869
2194.44,529.869
2194.48,529.869
2194.52,529.869
2194.56,529.869
2194.6,529.869
2194.64,529.869
2194.68,529.869
2194.72,529.869
2194.76,529.869
2194.8,529.869
2194.84,529.869
2194.88,529.869
2194.92,529.869
2194.96,529.869
2195,529.869
2195.04,529.869
2195.08,529.869
2195.12,529.869
2195.16,529.869
2195.2,529.869
2195.24,529.869
2195.28,529.869
2195.32,529.869
2195.36,529.869
2195.4,529.869
2195.44,529.869
2195.48,529.869
2195.52,529.869
2195.56,529.869
2195.6,529.869
2195.64,529.869
2195.68,529.869
2195.72,529.869
2195.76,529.869
2195.8,529.869
2195.84,529.869
2195.88,529.869
2195.92,529.869
2195.96,529.869
2196,529.869
2196.04,529.869
2196.08,529.869
2196.12,529.869
2196.16,529.869
2196.2,529.869
2196.24,529.869
2196.28,529.869
2196.32,529.869
2196.36,529.869
2196.4,529.869
2196.44,529.869
2196.48,529.869
2196.52,529.869
2196.56,529.869
2196.6,529.869
2196.64,529.869
2196.68,529.869
2196.72,529.869
2196.76,529.869
2196.8,529.869
2196.84,529.869
2196.88,529.869
2196.92,529.869
2196.96,529.869
2197,529.869
2197.04,529.869
2197.08,529.869
2197.12,529.869
2197.16,529.869
2197.2,529.869
2197.24,529.869
2197.28,529.869
2197.32,529.869
2197.36,529.869
2197.4,529.869
2197.44,529.869
2197.48,529.869
2197.52,529.869
2197.56,529.869
2197.6,529.869
2197.64,529.869
2197.68,529.869
2197.72,529.869
2197.76,529.869
2197.8,529.869
2197.84,529.869
2197.88,529.869
2197.92,529.869
2197.96,529.869
2198,529.869
2198.04,529.869
2198.08,529.869
2198.12,529.869
2198.16,529.869
2198.2,529.869
2198.24,529.869
2198.28,529.869
2198.32,529.869
2198.36,529.869
2198.4,529.869
2198.44,529.869
2198.48,529.869
2198.52,529.869
2198.56,529.869
2198.6,529.869
2198.64,529.869
2198.68,529.869
2198.72,529.869
2198.76,529.869
2198.8,529.869
2198.84,529.869
2198.88,529.869
2198.92,529.869
2198.96,529.869
2199,529.869
2199.04,529.869
2199.08,529.869
2199.12,529.869
2199.16,529.869
2199.2,529.869
2199.24,529.869
2199.28,529.869
2199.32,529.869
2199.36,529.869
2199.4,529.869
2199.44,529.869
2199.48,529.869
2199.52,529.869
2199.56,529.869
2199.6,529.869
2199.64,529.869
2199.68,529.869
2199.72,529.869
2199.76,529.869
2199.8,529.869
2199.84,529.869
2199.88,529.869
2199.92,529.869
2199.96,529.869
2200,529.869
2200.04,529.869
2200.08,529.869
2200.12,529.869
2200.16,529.869
2200.2,529.869
2200.24,529.869
2200.28,529.869
2200.32,529.869
2200.36,529.869
2200.4,529.869
2200.44,529.869
2200.48,529.869
2200.52,529.869
2200.56,529.869
2200.6,529.869
2200.64,529.869
2200.68,529.869
2200.72,529.869
2200.76,529.869
2200.8,529.869
2200.84,529.869
2200.88,529.869
2200.92,529.869
2200.96,529.869
2201,529.869
2201.04,529.869
2201.08,529.869
2201.12,529.869
2201.16,529.869
2201.2,529.869
2201.24,529.869
2201.28,529.869
2201.32,529.869
2201.36,529.869
2201.4,529.869
2201.44,529.869
2201.48,529.869
2201.52,529.869
2201.56,529.869
2201.6,529.869
2201.64,529.869
2201.68,529.869
2201.72,529.869
2201.76,529.869
2201.8,529.869
2201.84,529.869
2201.88,529.869
2201.92,529.869
2201.96,529.869
2202,529.869
2202.04,529.869
2202.08,529.869
2202.12,529.869
2202.16,529.869
2202.2,529.869
2202.24,529.869
2202.28,529.869
2202.32,529.869
2202.36,529.869
2202.4,529.869
2202.44,529.869
2202.48,529.869
2202.52,529.869
2202.56,529.869
2202.6,529.869
2202.64,529.869
2202.68,529.869
2202.72,529.869
2202.76,529.869
2202.8,529.869
2202.84,529.869
2202.88,529.869
2202.92,529.869
2202.96,529.869
2203,529.869
2203.04,529.869
2203.08,529.869
2203.12,529.869
2203.16,529.869
2203.2,529.869
2203.24,529.869
2203.28,529.869
2203.32,529.869
2203.36,529.869
2203.4,529.869
2203.44,529.869
2203.48,529.869
2203.52,529.869
2203.56,529.869
2203.6,529.869
2203.64,529.869
2203.68,529.869
2203.72,529.869
2203.76,529.869
2203.8,529.869
2203.84,529.869
2203.88,529.869
2203.92,529.869
2203.96,529.869
2204,529.869
2204.04,529.869
2204.08,529.869
2204.12,529.869
2204.16,529.869
2204.2,529.869
2204.24,529.869
2204.28,529.869
2204.32,529.869
2204.36,529.869
2204.4,529.869
2204.44,529.869
2204.48,529.869
2204.52,529.869
2204.56,529.869
2204.6,529.869
2204.64,529.869
2204.68,529.869
2204.72,529.869
2204.76,529.869
2204.8,529.869
2204.84,529.869
2204.88,529.869
2204.92,529.869
2204.96,529.869
2205,529.869
2205.04,529.869
2205.08,529.869
2205.12,529.869
2205.16,529.869
2205.2,529.869
2205.24,529.869
2205.28,529.869
2205.32,529.869
2205.36,529.869
2205.4,529.869
2205.44,529.869
2205.48,529.869
2205.52,529.869
2205.56,529.869
2205.6,529.869
2205.64,529.869
2205.68,529.869
2205.72,529.869
2205.76,529.869
2205.8,529.869
2205.84,529.869
2205.88,529.869
2205.92,529.869
2205.96,529.869
2206,529.869
2206.04,529.869
2206.08,529.869
2206.12,529.869
2206.16,529.869
2206.2,529.869
2206.24,529.869
2206.28,529.869
2206.32,529.869
2206.36,529.869
2206.4,529.869
2206.44,529.869
2206.48,529.869
2206.52,529.869
2206.56,529.869
2206.6,529.869
2206.64,529.869
2206.68,529.869
2206.72,529.869
2206.76,529.869
2206.8,529.869
2206.84,529.869
2206.88,529.869
2206.92,529.869
2206.96,529.869
2207,529.869
2207.04,529.869
2207.08,529.869
2207.12,529.869
2207.16,529.869
2207.2,529.869
2207.24,529.869
2207.28,529.869
2207.32,529.869
2207.36,529.869
2207.4,529.869
2207.44,529.869
2207.48,529.869
2207.52,529.869
2207.56,529.869
2207.6,529.869
2207.64,529.869
2207.68,529.869
2207.72,529.869
2207.76,529.869
2207.8,529.869
2207.84,529.869
2207.88,529.869
2207.92,529.869
2207.96,529.869
2208,529.869
2208.04,529.869
2208.08,529.869
2208.12,529.869
2208.16,529.869
2208.2,529.869
2208.24,529.869
2208.28,529.869
2208.32,529.869
2208.36,529.869
2208.4,529.869
2208.44,529.869
2208.48,529.869
2208.52,529.869
2208.56,529.869
2208.6,529.869
2208.64,529.869
2208.68,529.869
2208.72,529.869
2208.76,529.869
2208.8,529.869
2208.84,529.869
2208.88,529.869
2208.92,529.869
2208.96,529.869
2209,529.869
2209.04,529.869
2209.08,529.869
2209.12,529.869
2209.16,529.869
2209.2,529.869
2209.24,529.869
2209.28,529.869
2209.32,529.869
2209.36,529.869
2209.4,529.869
2209.44,529.869
2209.48,529.869
2209.52,529.869
2209.56,529.869
2209.6,529.869
2209.64,529.869
2209.68,529.869
2209.72,529.869
2209.76,529.869
2209.8,529.869
2209.84,529.869
2209.88,529.869
2209.92,529.869
2209.96,529.869
2210,529.869
2210.04,529.869
2210.08,529.869
2210.12,529.869
2210.16,529.869
2210.2,529.869
2210.24,529.869
2210.28,529.869
2210.32,529.869
2210.36,529.869
2210.4,529.869
2210.44,529.869
2210.48,529.869
2210.52,529.869
2210.56,529.869
2210.6,529.869
2210.64,529.869
2210.68,529.869
2210.72,529.869
2210.76,529.869
2210.8,529.869
2210.84,529.869
2210.88,529.869
2210.92,529.869
2210.96,529.869
2211,529.869
2211.04,529.869
2211.08,529.869
2211.12,529.869
2211.16,529.869
2211.2,529.869
2211.24,529.869
2211.28,529.869
2211.32,529.869
2211.36,529.869
2211.4,529.869
2211.44,529.869
2211.48,529.869
2211.52,529.869
2211.56,529.869
2211.6,529.869
2211.64,529.869
2211.68,529.869
2211.72,529.869
2211.76,529.869
2211.8,529.869
2211.84,529.869
2211.88,529.869
2211.92,529.869
2211.96,529.869
2212,529.869
2212.04,529.869
2212.08,529.869
2212.12,529.869
2212.16,529.869
2212.2,529.869
2212.24,529.869
2212.28,529.869
2212.32,529.869
2212.36,529.869
2212.4,529.869
2212.44,529.869
2212.48,529.869
2212.52,529.869
2212.56,529.869
2212.6,529.869
2212.64,529.869
2212.68,529.869
2212.72,529.869
2212.76,529.869
2212.8,529.869
2212.84,529.869
2212.88,529.869
2212.92,529.869
2212.96,529.869
2213,529.869
2213.04,529.869
2213.08,529.869
2213.12,529.869
2213.16,529.869
2213.2,529.869
2213.24,529.869
2213.28,529.869
2213.32,529.869
2213.36,529.869
2213.4,529.869
2213.44,529.869
2213.48,529.869
2213.52,529.869
2213.56,529.869
2213.6,529.869
2213.64,529.869
2213.68,529.869
2213.72,529.869
2213.76,529.869
2213.8,529.869
2213.84,529.869
2213.88,529.869
2213.92,529.869
2213.96,529.869
2214,529.869
2214.04,529.869
2214.08,529.869
2214.12,529.869
2214.16,529.869
2214.2,529.869
2214.24,529.869
2214.28,529.869
2214.32,529.869
2214.36,529.869
2214.4,529.869
2214.44,529.869
2214.48,529.869
2214.52,529.869
2214.56,529.869
2214.6,529.869
2214.64,529.869
2214.68,529.869
2214.72,529.869
2214.76,529.869
2214.8,529.869
2214.84,529.869
2214.88,529.869
2214.92,529.869
2214.96,529.869
2215,529.869
2215.04,529.869
2215.08,529.869
2215.12,529.869
2215.16,529.869
2215.2,529.869
2215.24,529.869
2215.28,529.869
2215.32,529.869
2215.36,529.869
2215.4,529.869
2215.44,529.869
2215.48,529.869
2215.52,529.869
2215.56,529.869
2215.6,529.869
2215.64,529.869
2215.68,529.869
2215.72,529.869
2215.76,529.869
2215.8,529.869
2215.84,529.869
2215.88,529.869
2215.92,529.869
2215.96,529.869
2216,529.869
2216.04,529.869
2216.08,529.869
2216.12,529.869
2216.16,529.869
2216.2,529.869
2216.24,529.869
2216.28,529.869
2216.32,529.869
2216.36,529.869
2216.4,529.869
2216.44,529.869
2216.48,529.869
2216.52,529.869
2216.56,529.869
2216.6,529.869
2216.64,529.869
2216.68,529.869
2216.72,529.869
2216.76,529.869
2216.8,529.869
2216.84,529.869
2216.88,529.869
2216.92,529.869
2216.96,529.869
2217,529.869
2217.04,529.869
2217.08,529.869
2217.12,529.869
2217.16,529.869
2217.2,529.869
2217.24,529.869
2217.28,529.869
2217.32,529.869
2217.36,529.869
2217.4,529.869
2217.44,529.869
2217.48,529.869
2217.52,529.869
2217.56,529.869
2217.6,529.869
2217.64,529.869
2217.68,529.869
2217.72,529.869
2217.76,529.869
2217.8,529.869
2217.84,529.869
2217.88,529.869
2217.92,529.869
2217.96,529.869
2218,529.869
2218.04,529.869
2218.08,529.869
2218.12,529.869
2218.16,529.869
2218.2,529.869
2218.24,529.869
2218.28,529.869
2218.32,529.869
2218.36,529.869
2218.4,529.869
2218.44,529.869
2218.48,529.869
2218.52,529.869
2218.56,529.869
2218.6,529.869
2218.64,529.869
2218.68,529.869
2218.72,529.869
2218.76,529.869
2218.8,529.869
2218.84,529.869
2218.88,529.869
2218.92,529.869
2218.96,529.869
2219,529.869
2219.04,529.869
2219.08,529.869
2219.12,529.869
2219.16,529.869
2219.2,529.869
2219.24,529.869
2219.28,529.869
2219.32,529.869
2219.36,529.869
2219.4,529.869
2219.44,529.869
2219.48,529.869
2219.52,529.869
2219.56,529.869
2219.6,529.869
2219.64,529.869
2219.68,529.869
2219.72,529.869
2219.76,529.869
2219.8,529.869
2219.84,529.869
2219.88,529.869
2219.92,529.869
2219.96,529.869
2220,529.869
2220.04,529.869
2220.08,529.869
2220.12,529.869
2220.16,529.869
2220.2,529.869
2220.24,529.869
2220.28,529.869
2220.32,529.869
2220.36,529.869
2220.4,529.869
2220.44,529.869
2220.48,529.869
2220.52,529.869
2220.56,529.869
2220.6,529.869
2220.64,529.869
2220.68,529.869
2220.72,529.869
2220.76,529.869
2220.8,529.869
2220.84,529.869
2220.88,529.869
2220.92,529.869
2220.96,529.869
2221,529.869
2221.04,529.869
2221.08,529.869
2221.12,529.869
2221.16,529.869
2221.2,529.869
2221.24,529.869
2221.28,529.869
2221.32,529.869
2221.36,529.869
2221.4,529.869
2221.44,529.869
2221.48,529.869
2221.52,529.869
2221.56,529.869
2221.6,529.869
2221.64,529.869
2221.68,529.869
2221.72,529.869
2221.76,529.869
2221.8,529.869
2221.84,529.869
2221.88,529.869
2221.92,529.869
2221.96,529.869
2222,529.869
2222.04,529.869
2222.08,529.869
2222.12,529.869
2222.16,529.869
2222.2,529.869
2222.24,529.869
2222.28,529.869
2222.32,529.869
2222.36,529.869
2222.4,529.869
2222.44,529.869
2222.48,529.869
2222.52,529.869
2222.56,529.869
2222.6,529.869
2222.64,529.869
2222.68,529.869
2222.72,529.869
2222.76,529.869
2222.8,529.869
2222.84,529.869
2222.88,529.869
2222.92,529.869
2222.96,529.869
2223,529.869
2223.04,529.869
2223.08,529.869
2223.12,529.869
2223.16,529.869
2223.2,529.869
2223.24,529.869
2223.28,529.869
2223.32,529.869
2223.36,529.869
2223.4,529.869
2223.44,529.869
2223.48,529.869
2223.52,529.869
2223.56,529.869
2223.6,529.869
2223.64,529.869
2223.68,529.869
2223.72,529.869
2223.76,529.869
2223.8,529.869
2223.84,529.869
2223.88,529.869
2223.92,529.869
2223.96,529.869
2224,529.869
2224.04,529.869
2224.08,529.869
2224.12,529.869
2224.16,529.869
2224.2,529.869
2224.24,529.869
2224.28,529.869
2224.32,529.869
2224.36,529.869
2224.4,529.869
2224.44,529.869
2224.48,529.869
2224.52,529.869
2224.56,529.869
2224.6,529.869
2224.64,529.869
2224.68,529.869
2224.72,529.869
2224.76,529.869
2224.8,529.869
2224.84,529.869
2224.88,529.869
2224.92,529.869
2224.96,529.869
2225,529.869
2225.04,529.869
2225.08,529.869
2225.12,529.869
2225.16,529.869
2225.2,529.869
2225.24,529.869
2225.28,529.869
2225.32,529.869
2225.36,529.869
2225.4,529.869
2225.44,529.869
2225.48,529.869
2225.52,529.869
2225.56,529.869
2225.6,529.869
2225.64,529.869
2225.68,529.869
2225.72,529.869
2225.76,529.869
2225.8,529.869
2225.84,529.869
2225.88,529.869
2225.92,529.869
2225.96,529.869
2226,529.869
2226.04,529.869
2226.08,529.869
2226.12,529.869
2226.16,529.869
2226.2,529.869
2226.24,529.869
2226.28,529.869
2226.32,529.869
2226.36,529.869
2226.4,529.869
2226.44,529.869
2226.48,529.869
2226.52,529.869
2226.56,529.869
2226.6,529.869
2226.64,529.869
2226.68,529.869
2226.72,529.869
2226.76,529.869
2226.8,529.869
2226.84,529.869
2226.88,529.869
2226.92,529.869
2226.96,529.869
2227,529.869
2227.04,529.869
2227.08,529.869
2227.12,529.869
2227.16,529.869
2227.2,529.869
2227.24,529.869
2227.28,529.869
2227.32,529.869
2227.36,529.869
2227.4,529.869
2227.44,529.869
2227.48,529.869
2227.52,529.869
2227.56,529.869
2227.6,529.869
2227.64,529.869
2227.68,529.869
2227.72,529.869
2227.76,529.869
2227.8,529.869
2227.84,529.869
2227.88,529.869
2227.92,529.869
2227.96,529.869
2228,529.869
2228.04,529.869
2228.08,529.869
2228.12,529.869
2228.16,529.869
2228.2,529.869
2228.24,529.869
2228.28,529.869
2228.32,529.869
2228.36,529.869
2228.4,529.869
2228.44,529.869
2228.48,529.869
2228.52,529.869
2228.56,529.869
2228.6,529.869
2228.64,529.869
2228.68,529.869
2228.72,529.869
2228.76,529.869
2228.8,529.869
2228.84,529.869
2228.88,529.869
2228.92,529.869
2228.96,529.869
2229,529.869
2229.04,529.869
2229.08,529.869
2229.12,529.869
2229.16,529.869
2229.2,529.869
2229.24,529.869
2229.28,529.869
2229.32,529.869
2229.36,529.869
2229.4,529.869
2229.44,529.869
2229.48,529.869
2229.52,529.869
2229.56,529.869
2229.6,529.869
2229.64,529.869
2229.68,529.869
2229.72,529.869
2229.76,529.869
2229.8,529.869
2229.84,529.869
2229.88,529.869
2229.92,529.869
2229.96,529.869
2230,529.869
2230.04,529.869
2230.08,529.869
2230.12,529.869
2230.16,529.869
2230.2,529.869
2230.24,529.869
2230.28,529.869
2230.32,529.869
2230.36,529.869
2230.4,529.869
2230.44,529.869
2230.48,529.869
2230.52,529.869
2230.56,529.869
2230.6,529.869
2230.64,529.869
2230.68,529.869
2230.72,529.869
2230.76,529.869
2230.8,529.869
2230.84,529.869
2230.88,529.869
2230.92,529.869
2230.96,529.869
2231,529.869
2231.04,529.869
2231.08,529.869
2231.12,529.869
2231.16,529.869
2231.2,529.869
2231.24,529.869
2231.28,529.869
2231.32,529.869
2231.36,529.869
2231.4,529.869
2231.44,529.869
2231.48,529.869
2231.52,529.869
2231.56,529.869
2231.6,529.869
2231.64,529.869
2231.68,529.869
2231.72,529.869
2231.76,529.869
2231.8,529.869
2231.84,529.869
2231.88,529.869
2231.92,529.869
2231.96,529.869
2232,529.869
2232.04,529.869
2232.08,529.869
2232.12,529.869
2232.16,529.869
2232.2,529.869
2232.24,529.869
2232.28,529.869
2232.32,529.869
2232.36,529.869
2232.4,529.869
2232.44,529.869
2232.48,529.869
2232.52,529.869
2232.56,529.869
2232.6,529.869
2232.64,529.869
2232.68,529.869
2232.72,529.869
2232.76,529.869
2232.8,529.869
2232.84,529.869
2232.88,529.869
2232.92,529.869
2232.96,529.869
2233,529.869
