Time(s),TidalVolume(mL)
1214.36,524.402
1214.4,524.402
1214.44,524.402
1214.48,524.402
1214.52,524.402
1214.56,524.402
1214.6,524.402
1214.64,524.402
1214.68,524.402
1214.72,524.402
1214.76,524.402
1214.8,524.402
1214.84,524.402
1214.88,524.402
1214.92,524.402
1214.96,524.402
1215,524.402
1215.04,524.402
1215.08,524.402
1215.12,524.402
1215.16,524.402
1215.2,524.402
1215.24,524.402
1215.28,524.402
1215.32,524.402
1215.36,524.402
1215.4,524.334
1215.44,524.334
1215.48,524.334
1215.52,524.334
1215.56,524.334
1215.6,524.334
1215.64,524.334
1215.68,524.334
1215.72,524.334
1215.76,524.334
1215.8,524.334
1215.84,524.334
1215.88,524.334
1215.92,524.334
1215.96,524.334
1216,524.334
1216.04,524.334
1216.08,524.334
1216.12,524.334
1216.16,524.334
1216.2,524.334
1216.24,524.334
1216.28,524.334
1216.32,524.334
1216.36,524.334
1216.4,524.334
1216.44,524.334
1216.48,524.334
1216.52,524.334
1216.56,524.334
1216.6,524.334
1216.64,524.334
1216.68,524.334
1216.72,524.334
1216.76,524.334
1216.8,524.334
1216.84,524.334
1216.88,524.334
1216.92,524.334
1216.96,524.334
1217,524.334
1217.04,524.334
1217.08,524.334
1217.12,524.334
1217.16,524.334
1217.2,524.334
1217.24,524.334
1217.28,524.334
1217.32,524.334
1217.36,524.334
1217.4,524.334
1217.44,524.334
1217.48,524.334
1217.52,524.334
1217.56,524.334
1217.6,524.334
1217.64,524.334
1217.68,524.334
1217.72,524.334
1217.76,524.334
1217.8,524.334
1217.84,524.334
1217.88,524.334
1217.92,524.334
1217.96,524.334
1218,524.334
1218.04,524.334
1218.08,524.334
1218.12,524.334
1218.16,524.334
1218.2,524.334
1218.24,524.334
1218.28,524.269
1218.32,524.269
1218.36,524.269
1218.4,524.269
1218.44,524.269
1218.48,524.269
1218.52,524.269
1218.56,524.269
1218.6,524.269
1218.64,524.269
1218.68,524.269
1218.72,524.269
1218.76,524.269
1218.8,524.269
1218.84,524.269
1218.88,524.269
1218.92,524.269
1218.96,524.269
1219,524.269
1219.04,524.269
1219.08,524.269
1219.12,524.269
1219.16,524.269
1219.2,524.269
1219.24,524.269
1219.28,524.269
1219.32,524.269
1219.36,524.269
1219.4,524.269
1219.44,524.269
1219.48,524.269
1219.52,524.269
1219.56,524.269
1219.6,524.269
1219.64,524.269
1219.68,524.269
1219.72,524.269
1219.76,524.269
1219.8,524.269
1219.84,524.269
1219.88,524.269
1219.92,524.269
1219.96,524.269
1220,524.269
1220.04,524.269
1220.08,524.269
1220.12,524.269
1220.16,524.269
1220.2,524.269
1220.24,524.269
1220.28,524.269
1220.32,524.269
1220.36,524.269
1220.4,524.269
1220.44,524.269
1220.48,524.269
1220.52,524.269
1220.56,524.269
1220.6,524.269
1220.64,524.269
1220.68,524.269
1220.72,524.269
1220.76,524.269
1220.8,524.269
1220.84,524.269
1220.88,524.269
1220.92,524.269
1220.96,524.269
1221,524.269
1221.04,524.269
1221.08,524.269
1221.12,524.269
1221.16,524.204
1221.2,524.204
1221.24,524.204
1221.28,524.204
1221.32,524.204
1221.36,524.204
1221.4,524.204
1221.44,524.204
1221.48,524.204
1221.52,524.204
1221.56,524.204
1221.6,524.204
1221.64,524.204
1221.68,524.204
1221.72,524.204
1221.76,524.204
1221.8,524.204
1221.84,524.204
1221.88,524.204
1221.92,524.204
1221.96,524.204
1222,524.204
1222.04,524.204
1222.08,524.204
1222.12,524.204
1222.16,524.204
1222.2,524.204
1222.24,524.204
1222.28,524.204
1222.32,524.204
1222.36,524.204
1222.4,524.204
1222.44,524.204
1222.48,524.204
1222.52,524.204
1222.56,524.204
1222.6,524.204
1222.64,524.204
1222.68,524.204
1222.72,524.204
1222.76,524.204
1222.8,524.204
1222.84,524.204
1222.88,524.204
1222.92,524.204
1222.96,524.204
1223,524.204
1223.04,524.204
1223.08,524.204
1223.12,524.204
1223.16,524.204
1223.2,524.204
1223.24,524.204
1223.28,524.204
1223.32,524.204
1223.36,524.204
1223.4,524.204
1223.44,524.204
1223.48,524.204
1223.52,524.204
1223.56,524.204
1223.6,524.204
1223.64,524.204
1223.68,524.204
1223.72,524.204
1223.76,524.204
1223.8,524.204
1223.84,524.204
1223.88,524.204
1223.92,524.204
1223.96,524.204
1224,524.204
1224.04,524.136
1224.08,524.136
1224.12,524.136
1224.16,524.136
1224.2,524.136
1224.24,524.136
1224.28,524.136
1224.32,524.136
1224.36,524.136
1224.4,524.136
1224.44,524.136
1224.48,524.136
1224.52,524.136
1224.56,524.136
1224.6,524.136
1224.64,524.136
1224.68,524.136
1224.72,524.136
1224.76,524.136
1224.8,524.136
1224.84,524.136
1224.88,524.136
1224.92,524.136
1224.96,524.136
1225,524.136
1225.04,524.136
1225.08,524.136
1225.12,524.136
1225.16,524.136
1225.2,524.136
1225.24,524.136
1225.28,524.136
1225.32,524.136
1225.36,524.136
1225.4,524.136
1225.44,524.136
1225.48,524.136
1225.52,524.136
1225.56,524.136
1225.6,524.136
1225.64,524.136
1225.68,524.136
1225.72,524.136
1225.76,524.136
1225.8,524.136
1225.84,524.136
1225.88,524.136
1225.92,524.136
1225.96,524.136
1226,524.136
1226.04,524.136
1226.08,524.136
1226.12,524.136
1226.16,524.136
1226.2,524.136
1226.24,524.136
1226.28,524.136
1226.32,524.136
1226.36,524.136
1226.4,524.136
1226.44,524.136
1226.48,524.136
1226.52,524.136
1226.56,524.136
1226.6,524.136
1226.64,524.136
1226.68,524.136
1226.72,524.136
1226.76,524.136
1226.8,524.136
1226.84,524.136
1226.88,524.136
1226.92,524.068
1226.96,524.068
1227,524.068
1227.04,524.068
1227.08,524.068
1227.12,524.068
1227.16,524.068
1227.2,524.068
1227.24,524.068
1227.28,524.068
1227.32,524.068
1227.36,524.068
1227.4,524.068
1227.44,524.068
1227.48,524.068
1227.52,524.068
1227.56,524.068
1227.6,524.068
1227.64,524.068
1227.68,524.068
1227.72,524.068
1227.76,524.068
1227.8,524.068
1227.84,524.068
1227.88,524.068
1227.92,524.068
1227.96,524.068
1228,524.068
1228.04,524.068
1228.08,524.068
1228.12,524.068
1228.16,524.068
1228.2,524.068
1228.24,524.068
1228.28,524.068
1228.32,524.068
1228.36,524.068
1228.4,524.068
1228.44,524.068
1228.48,524.068
1228.52,524.068
1228.56,524.068
1228.6,524.068
1228.64,524.068
1228.68,524.068
1228.72,524.068
1228.76,524.068
1228.8,524.068
1228.84,524.068
1228.88,524.068
1228.92,524.068
1228.96,524.068
1229,524.068
1229.04,524.068
1229.08,524.068
1229.12,524.068
1229.16,524.068
1229.2,524.068
1229.24,524.068
1229.28,524.068
1229.32,524.068
1229.36,524.068
1229.4,524.068
1229.44,524.068
1229.48,524.068
1229.52,524.068
1229.56,524.068
1229.6,524.068
1229.64,524.068
1229.68,524.068
1229.72,524.068
1229.76,524.068
1229.8,524.002
1229.84,524.002
1229.88,524.002
1229.92,524.002
1229.96,524.002
1230,524.002
1230.04,524.002
1230.08,524.002
1230.12,524.002
1230.16,524.002
1230.2,524.002
1230.24,524.002
1230.28,524.002
1230.32,524.002
1230.36,524.002
1230.4,524.002
1230.44,524.002
1230.48,524.002
1230.52,524.002
1230.56,524.002
1230.6,524.002
1230.64,524.002
1230.68,524.002
1230.72,524.002
1230.76,524.002
1230.8,524.002
1230.84,524.002
1230.88,524.002
1230.92,524.002
1230.96,524.002
1231,524.002
1231.04,524.002
1231.08,524.002
1231.12,524.002
1231.16,524.002
1231.2,524.002
1231.24,524.002
1231.28,524.002
1231.32,524.002
1231.36,524.002
1231.4,524.002
1231.44,524.002
1231.48,524.002
1231.52,524.002
1231.56,524.002
1231.6,524.002
1231.64,524.002
1231.68,524.002
1231.72,524.002
1231.76,524.002
1231.8,524.002
1231.84,524.002
1231.88,524.002
1231.92,524.002
1231.96,524.002
1232,524.002
1232.04,524.002
1232.08,524.002
1232.12,524.002
1232.16,524.002
1232.2,524.002
1232.24,524.002
1232.28,524.002
1232.32,524.002
1232.36,524.002
1232.4,524.002
1232.44,524.002
1232.48,524.002
1232.52,524.002
1232.56,524.002
1232.6,524.002
1232.64,524.002
1232.68,523.936
1232.72,523.936
1232.76,523.936
1232.8,523.936
1232.84,523.936
1232.88,523.936
1232.92,523.936
1232.96,523.936
1233,523.936
1233.04,523.936
1233.08,523.936
1233.12,523.936
1233.16,523.936
1233.2,523.936
1233.24,523.936
1233.28,523.936
1233.32,523.936
1233.36,523.936
1233.4,523.936
1233.44,523.936
1233.48,523.936
1233.52,523.936
1233.56,523.936
1233.6,523.936
1233.64,523.936
1233.68,523.936
1233.72,523.936
1233.76,523.936
1233.8,523.936
1233.84,523.936
1233.88,523.936
1233.92,523.936
1233.96,523.936
1234,523.936
1234.04,523.936
1234.08,523.936
1234.12,523.936
1234.16,523.936
1234.2,523.936
1234.24,523.936
1234.28,523.936
1234.32,523.936
1234.36,523.936
1234.4,523.936
1234.44,523.936
1234.48,523.936
1234.52,523.936
1234.56,523.936
1234.6,523.936
1234.64,523.936
1234.68,523.936
1234.72,523.936
1234.76,523.936
1234.8,523.936
1234.84,523.936
1234.88,523.936
1234.92,523.936
1234.96,523.936
1235,523.936
1235.04,523.936
1235.08,523.936
1235.12,523.936
1235.16,523.936
1235.2,523.936
1235.24,523.936
1235.28,523.936
1235.32,523.936
1235.36,523.936
1235.4,523.936
1235.44,523.936
1235.48,523.936
1235.52,523.936
1235.56,523.872
1235.6,523.872
1235.64,523.872
1235.68,523.872
1235.72,523.872
1235.76,523.872
1235.8,523.872
1235.84,523.872
1235.88,523.872
1235.92,523.872
1235.96,523.872
1236,523.872
1236.04,523.872
1236.08,523.872
1236.12,523.872
1236.16,523.872
1236.2,523.872
1236.24,523.872
1236.28,523.872
1236.32,523.872
1236.36,523.872
1236.4,523.872
1236.44,523.872
1236.48,523.872
1236.52,523.872
1236.56,523.872
1236.6,523.872
1236.64,523.872
1236.68,523.872
1236.72,523.872
1236.76,523.872
1236.8,523.872
1236.84,523.872
1236.88,523.872
1236.92,523.872
1236.96,523.872
1237,523.872
1237.04,523.872
1237.08,523.872
1237.12,523.872
1237.16,523.872
1237.2,523.872
1237.24,523.872
1237.28,523.872
1237.32,523.872
1237.36,523.872
1237.4,523.872
1237.44,523.872
1237.48,523.872
1237.52,523.872
1237.56,523.872
1237.6,523.872
1237.64,523.872
1237.68,523.872
1237.72,523.872
1237.76,523.872
1237.8,523.872
1237.84,523.872
1237.88,523.872
1237.92,523.872
1237.96,523.872
1238,523.872
1238.04,523.872
1238.08,523.872
1238.12,523.872
1238.16,523.872
1238.2,523.872
1238.24,523.872
1238.28,523.872
1238.32,523.872
1238.36,523.872
1238.4,523.872
1238.44,523.809
1238.48,523.809
1238.52,523.809
1238.56,523.809
1238.6,523.809
1238.64,523.809
1238.68,523.809
1238.72,523.809
1238.76,523.809
1238.8,523.809
1238.84,523.809
1238.88,523.809
1238.92,523.809
1238.96,523.809
1239,523.809
1239.04,523.809
1239.08,523.809
1239.12,523.809
1239.16,523.809
1239.2,523.809
1239.24,523.809
1239.28,523.809
1239.32,523.809
1239.36,523.809
1239.4,523.809
1239.44,523.809
1239.48,523.809
1239.52,523.809
1239.56,523.809
1239.6,523.809
1239.64,523.809
1239.68,523.809
1239.72,523.809
1239.76,523.809
1239.8,523.809
1239.84,523.809
1239.88,523.809
1239.92,523.809
1239.96,523.809
1240,523.809
1240.04,523.809
1240.08,523.809
1240.12,523.809
1240.16,523.809
1240.2,523.809
1240.24,523.809
1240.28,523.809
1240.32,523.809
1240.36,523.809
1240.4,523.809
1240.44,523.809
1240.48,523.809
1240.52,523.809
1240.56,523.809
1240.6,523.809
1240.64,523.809
1240.68,523.809
1240.72,523.809
1240.76,523.809
1240.8,523.809
1240.84,523.809
1240.88,523.809
1240.92,523.809
1240.96,523.809
1241,523.809
1241.04,523.809
1241.08,523.809
1241.12,523.809
1241.16,523.809
1241.2,523.809
1241.24,523.809
1241.28,523.809
1241.32,523.748
1241.36,523.748
1241.4,523.748
1241.44,523.748
1241.48,523.748
1241.52,523.748
1241.56,523.748
1241.6,523.748
1241.64,523.748
1241.68,523.748
1241.72,523.748
1241.76,523.748
1241.8,523.748
1241.84,523.748
1241.88,523.748
1241.92,523.748
1241.96,523.748
1242,523.748
1242.04,523.748
1242.08,523.748
1242.12,523.748
1242.16,523.748
1242.2,523.748
1242.24,523.748
1242.28,523.748
1242.32,523.748
1242.36,523.748
1242.4,523.748
1242.44,523.748
1242.48,523.748
1242.52,523.748
1242.56,523.748
1242.6,523.748
1242.64,523.748
1242.68,523.748
1242.72,523.748
1242.76,523.748
1242.8,523.748
1242.84,523.748
1242.88,523.748
1242.92,523.748
1242.96,523.748
1243,523.748
1243.04,523.748
1243.08,523.748
1243.12,523.748
1243.16,523.748
1243.2,523.748
1243.24,523.748
1243.28,523.748
1243.32,523.748
1243.36,523.748
1243.4,523.748
1243.44,523.748
1243.48,523.748
1243.52,523.748
1243.56,523.748
1243.6,523.748
1243.64,523.748
1243.68,523.748
1243.72,523.748
1243.76,523.748
1243.8,523.748
1243.84,523.748
1243.88,523.748
1243.92,523.748
1243.96,523.748
1244,523.748
1244.04,523.748
1244.08,523.748
1244.12,523.748
1244.16,523.748
1244.2,523.689
1244.24,523.689
1244.28,523.689
1244.32,523.689
1244.36,523.689
1244.4,523.689
1244.44,523.689
1244.48,523.689
1244.52,523.689
1244.56,523.689
1244.6,523.689
1244.64,523.689
1244.68,523.689
1244.72,523.689
1244.76,523.689
1244.8,523.689
1244.84,523.689
1244.88,523.689
1244.92,523.689
1244.96,523.689
1245,523.689
1245.04,523.689
1245.08,523.689
1245.12,523.689
1245.16,523.689
1245.2,523.689
1245.24,523.689
1245.28,523.689
1245.32,523.689
1245.36,523.689
1245.4,523.689
1245.44,523.689
1245.48,523.689
1245.52,523.689
1245.56,523.689
1245.6,523.689
1245.64,523.689
1245.68,523.689
1245.72,523.689
1245.76,523.689
1245.8,523.689
1245.84,523.689
1245.88,523.689
1245.92,523.689
1245.96,523.689
1246,523.689
1246.04,523.689
1246.08,523.689
1246.12,523.689
1246.16,523.689
1246.2,523.689
1246.24,523.689
1246.28,523.689
1246.32,523.689
1246.36,523.689
1246.4,523.689
1246.44,523.689
1246.48,523.689
1246.52,523.689
1246.56,523.689
1246.6,523.689
1246.64,523.689
1246.68,523.689
1246.72,523.689
1246.76,523.689
1246.8,523.689
1246.84,523.689
1246.88,523.689
1246.92,523.689
1246.96,523.689
1247,523.689
1247.04,523.689
1247.08,523.632
1247.12,523.632
1247.16,523.632
1247.2,523.632
1247.24,523.632
1247.28,523.632
1247.32,523.632
1247.36,523.632
1247.4,523.632
1247.44,523.632
1247.48,523.632
1247.52,523.632
1247.56,523.632
1247.6,523.632
1247.64,523.632
1247.68,523.632
1247.72,523.632
1247.76,523.632
1247.8,523.632
1247.84,523.632
1247.88,523.632
1247.92,523.632
1247.96,523.632
1248,523.632
1248.04,523.632
1248.08,523.632
1248.12,523.632
1248.16,523.632
1248.2,523.632
1248.24,523.632
1248.28,523.632
1248.32,523.632
1248.36,523.632
1248.4,523.632
1248.44,523.632
1248.48,523.632
1248.52,523.632
1248.56,523.632
1248.6,523.632
1248.64,523.632
1248.68,523.632
1248.72,523.632
1248.76,523.632
1248.8,523.632
1248.84,523.632
1248.88,523.632
1248.92,523.632
1248.96,523.632
1249,523.632
1249.04,523.632
1249.08,523.632
1249.12,523.632
1249.16,523.632
1249.2,523.632
1249.24,523.632
1249.28,523.632
1249.32,523.632
1249.36,523.632
1249.4,523.632
1249.44,523.632
1249.48,523.632
1249.52,523.632
1249.56,523.632
1249.6,523.632
1249.64,523.632
1249.68,523.632
1249.72,523.632
1249.76,523.632
1249.8,523.632
1249.84,523.632
1249.88,523.632
1249.92,523.632
1249.96,523.577
1250,523.577
1250.04,523.577
1250.08,523.577
1250.12,523.577
1250.16,523.577
1250.2,523.577
1250.24,523.577
1250.28,523.577
1250.32,523.577
1250.36,523.577
1250.4,523.577
1250.44,523.577
1250.48,523.577
1250.52,523.577
1250.56,523.577
1250.6,523.577
1250.64,523.577
1250.68,523.577
1250.72,523.577
1250.76,523.577
1250.8,523.577
1250.84,523.577
1250.88,523.577
1250.92,523.577
1250.96,523.577
1251,523.577
1251.04,523.577
1251.08,523.577
1251.12,523.577
1251.16,523.577
1251.2,523.577
1251.24,523.577
1251.28,523.577
1251.32,523.577
1251.36,523.577
1251.4,523.577
1251.44,523.577
1251.48,523.577
1251.52,523.577
1251.56,523.577
1251.6,523.577
1251.64,523.577
1251.68,523.577
1251.72,523.577
1251.76,523.577
1251.8,523.577
1251.84,523.577
1251.88,523.577
1251.92,523.577
1251.96,523.577
1252,523.577
1252.04,523.577
1252.08,523.577
1252.12,523.577
1252.16,523.577
1252.2,523.577
1252.24,523.577
1252.28,523.577
1252.32,523.577
1252.36,523.577
1252.4,523.577
1252.44,523.577
1252.48,523.577
1252.52,523.577
1252.56,523.577
1252.6,523.577
1252.64,523.577
1252.68,523.577
1252.72,523.577
1252.76,523.577
1252.8,523.577
1252.84,523.524
1252.88,523.524
1252.92,523.524
1252.96,523.524
1253,523.524
1253.04,523.524
1253.08,523.524
1253.12,523.524
1253.16,523.524
1253.2,523.524
1253.24,523.524
1253.28,523.524
1253.32,523.524
1253.36,523.524
1253.4,523.524
1253.44,523.524
1253.48,523.524
1253.52,523.524
1253.56,523.524
1253.6,523.524
1253.64,523.524
1253.68,523.524
1253.72,523.524
1253.76,523.524
1253.8,523.524
1253.84,523.524
1253.88,523.524
1253.92,523.524
1253.96,523.524
1254,523.524
1254.04,523.524
1254.08,523.524
1254.12,523.524
1254.16,523.524
1254.2,523.524
1254.24,523.524
1254.28,523.524
1254.32,523.524
1254.36,523.524
1254.4,523.524
1254.44,523.524
1254.48,523.524
1254.52,523.524
1254.56,523.524
1254.6,523.524
1254.64,523.524
1254.68,523.524
1254.72,523.524
1254.76,523.524
1254.8,523.524
1254.84,523.524
1254.88,523.524
1254.92,523.524
1254.96,523.524
1255,523.524
1255.04,523.524
1255.08,523.524
1255.12,523.524
1255.16,523.524
1255.2,523.524
1255.24,523.524
1255.28,523.524
1255.32,523.524
1255.36,523.524
1255.4,523.524
1255.44,523.524
1255.48,523.524
1255.52,523.524
1255.56,523.524
1255.6,523.524
1255.64,523.524
1255.68,523.524
1255.72,523.473
1255.76,523.473
1255.8,523.473
1255.84,523.473
1255.88,523.473
1255.92,523.473
1255.96,523.473
1256,523.473
1256.04,523.473
1256.08,523.473
1256.12,523.473
1256.16,523.473
1256.2,523.473
1256.24,523.473
1256.28,523.473
1256.32,523.473
1256.36,523.473
1256.4,523.473
1256.44,523.473
1256.48,523.473
1256.52,523.473
1256.56,523.473
1256.6,523.473
1256.64,523.473
1256.68,523.473
1256.72,523.473
1256.76,523.473
1256.8,523.473
1256.84,523.473
1256.88,523.473
1256.92,523.473
1256.96,523.473
1257,523.473
1257.04,523.473
1257.08,523.473
1257.12,523.473
1257.16,523.473
1257.2,523.473
1257.24,523.473
1257.28,523.473
1257.32,523.473
1257.36,523.473
1257.4,523.473
1257.44,523.473
1257.48,523.473
1257.52,523.473
1257.56,523.473
1257.6,523.473
1257.64,523.473
1257.68,523.473
1257.72,523.473
1257.76,523.473
1257.8,523.473
1257.84,523.473
1257.88,523.473
1257.92,523.473
1257.96,523.473
1258,523.473
1258.04,523.473
1258.08,523.473
1258.12,523.473
1258.16,523.473
1258.2,523.473
1258.24,523.473
1258.28,523.473
1258.32,523.473
1258.36,523.473
1258.4,523.473
1258.44,523.473
1258.48,523.473
1258.52,523.473
1258.56,523.473
1258.6,523.473
1258.64,523.42
1258.68,523.42
1258.72,523.42
1258.76,523.42
1258.8,523.42
1258.84,523.42
1258.88,523.42
1258.92,523.42
1258.96,523.42
1259,523.42
1259.04,523.42
1259.08,523.42
1259.12,523.42
1259.16,523.42
1259.2,523.42
1259.24,523.42
1259.28,523.42
1259.32,523.42
1259.36,523.42
1259.4,523.42
1259.44,523.42
1259.48,523.42
1259.52,523.42
1259.56,523.42
1259.6,523.42
1259.64,523.42
1259.68,523.42
1259.72,523.42
1259.76,523.42
1259.8,523.42
1259.84,523.42
1259.88,523.42
1259.92,523.42
1259.96,523.42
1260,523.42
1260.04,523.42
1260.08,523.42
1260.12,523.42
1260.16,523.42
1260.2,523.42
1260.24,523.42
1260.28,523.42
1260.32,523.42
1260.36,523.42
1260.4,523.42
1260.44,523.42
1260.48,523.42
1260.52,523.42
1260.56,523.42
1260.6,523.42
1260.64,523.42
1260.68,523.42
1260.72,523.42
1260.76,523.42
1260.8,523.42
1260.84,523.42
1260.88,523.42
1260.92,523.42
1260.96,523.42
1261,523.42
1261.04,523.42
1261.08,523.42
1261.12,523.42
1261.16,523.42
1261.2,523.42
1261.24,523.42
1261.28,523.42
1261.32,523.42
1261.36,523.42
1261.4,523.42
1261.44,523.42
1261.48,523.42
1261.52,519.831
1261.56,519.831
1261.6,519.831
1261.64,519.831
1261.68,519.831
1261.72,519.831
1261.76,519.831
1261.8,519.831
1261.84,519.831
1261.88,519.831
1261.92,519.831
1261.96,519.831
1262,519.831
1262.04,519.831
1262.08,519.831
1262.12,519.831
1262.16,519.831
1262.2,519.831
1262.24,519.831
1262.28,519.831
1262.32,519.831
1262.36,519.831
1262.4,519.831
1262.44,519.831
1262.48,519.831
1262.52,519.831
1262.56,519.831
1262.6,519.831
1262.64,519.831
1262.68,519.831
1262.72,519.831
1262.76,519.831
1262.8,519.831
1262.84,519.831
1262.88,519.831
1262.92,519.831
1262.96,519.831
1263,519.831
1263.04,519.831
1263.08,519.831
1263.12,519.831
1263.16,519.831
1263.2,519.831
1263.24,519.831
1263.28,519.831
1263.32,519.831
1263.36,519.831
1263.4,519.831
1263.44,519.831
1263.48,519.831
1263.52,519.831
1263.56,519.831
1263.6,519.831
1263.64,519.831
1263.68,519.831
1263.72,519.831
1263.76,519.831
1263.8,519.831
1263.84,519.831
1263.88,519.831
1263.92,519.831
1263.96,519.831
1264,519.831
1264.04,519.831
1264.08,519.831
1264.12,519.831
1264.16,519.831
1264.2,519.831
1264.24,519.831
1264.28,519.831
1264.32,519.831
1264.36,519.831
1264.4,519.831
1264.44,519.781
1264.48,519.781
1264.52,519.781
1264.56,519.781
1264.6,519.781
1264.64,519.781
1264.68,519.781
1264.72,519.781
1264.76,519.781
1264.8,519.781
1264.84,519.781
1264.88,519.781
1264.92,519.781
1264.96,519.781
1265,519.781
1265.04,519.781
1265.08,519.781
1265.12,519.781
1265.16,519.781
1265.2,519.781
1265.24,519.781
1265.28,519.781
1265.32,519.781
1265.36,519.781
1265.4,519.781
1265.44,519.781
1265.48,519.781
1265.52,519.781
1265.56,519.781
1265.6,519.781
1265.64,519.781
1265.68,519.781
1265.72,519.781
1265.76,519.781
1265.8,519.781
1265.84,519.781
1265.88,519.781
1265.92,519.781
1265.96,519.781
1266,519.781
1266.04,519.781
1266.08,519.781
1266.12,519.781
1266.16,519.781
1266.2,519.781
1266.24,519.781
1266.28,519.781
1266.32,519.781
1266.36,519.781
1266.4,519.781
1266.44,519.781
1266.48,519.781
1266.52,519.781
1266.56,519.781
1266.6,519.781
1266.64,519.781
1266.68,519.781
1266.72,519.781
1266.76,519.781
1266.8,519.781
1266.84,519.781
1266.88,519.781
1266.92,519.781
1266.96,519.781
1267,519.781
1267.04,519.781
1267.08,519.781
1267.12,519.781
1267.16,519.781
1267.2,519.781
1267.24,519.781
1267.28,519.781
1267.32,519.735
1267.36,519.735
1267.4,519.735
1267.44,519.735
1267.48,519.735
1267.52,519.735
1267.56,519.735
1267.6,519.735
1267.64,519.735
1267.68,519.735
1267.72,519.735
1267.76,519.735
1267.8,519.735
1267.84,519.735
1267.88,519.735
1267.92,519.735
1267.96,519.735
1268,519.735
1268.04,519.735
1268.08,519.735
1268.12,519.735
1268.16,519.735
1268.2,519.735
1268.24,519.735
1268.28,519.735
1268.32,519.735
1268.36,519.735
1268.4,519.735
1268.44,519.735
1268.48,519.735
1268.52,519.735
1268.56,519.735
1268.6,519.735
1268.64,519.735
1268.68,519.735
1268.72,519.735
1268.76,519.735
1268.8,519.735
1268.84,519.735
1268.88,519.735
1268.92,519.735
1268.96,519.735
1269,519.735
1269.04,519.735
1269.08,519.735
1269.12,519.735
1269.16,519.735
1269.2,519.735
1269.24,519.735
1269.28,519.735
1269.32,519.735
1269.36,519.735
1269.4,519.735
1269.44,519.735
1269.48,519.735
1269.52,519.735
1269.56,519.735
1269.6,519.735
1269.64,519.735
1269.68,519.735
1269.72,519.735
1269.76,519.735
1269.8,519.735
1269.84,519.735
1269.88,519.735
1269.92,519.735
1269.96,519.735
1270,519.735
1270.04,519.735
1270.08,519.735
1270.12,519.735
1270.16,519.735
1270.2,519.735
1270.24,519.693
1270.28,519.693
1270.32,519.693
1270.36,519.693
1270.4,519.693
1270.44,519.693
1270.48,519.693
1270.52,519.693
1270.56,519.693
1270.6,519.693
1270.64,519.693
1270.68,519.693
1270.72,519.693
1270.76,519.693
1270.8,519.693
1270.84,519.693
1270.88,519.693
1270.92,519.693
1270.96,519.693
1271,519.693
1271.04,519.693
1271.08,519.693
1271.12,519.693
1271.16,519.693
1271.2,519.693
1271.24,519.693
1271.28,519.693
1271.32,519.693
1271.36,519.693
1271.4,519.693
1271.44,519.693
1271.48,519.693
1271.52,519.693
1271.56,519.693
1271.6,519.693
1271.64,519.693
1271.68,519.693
1271.72,519.693
1271.76,519.693
1271.8,519.693
1271.84,519.693
1271.88,519.693
1271.92,519.693
1271.96,519.693
1272,519.693
1272.04,519.693
1272.08,519.693
1272.12,519.693
1272.16,519.693
1272.2,519.693
1272.24,519.693
1272.28,519.693
1272.32,519.693
1272.36,519.693
1272.4,519.693
1272.44,519.693
1272.48,519.693
1272.52,519.693
1272.56,519.693
1272.6,519.693
1272.64,519.693
1272.68,519.693
1272.72,519.693
1272.76,519.693
1272.8,519.693
1272.84,519.693
1272.88,519.693
1272.92,519.693
1272.96,519.693
1273,519.693
1273.04,519.693
1273.08,519.693
1273.12,519.655
1273.16,519.655
1273.2,519.655
1273.24,519.655
1273.28,519.655
1273.32,519.655
1273.36,519.655
1273.4,519.655
1273.44,519.655
1273.48,519.655
1273.52,519.655
1273.56,519.655
1273.6,519.655
1273.64,519.655
1273.68,519.655
1273.72,519.655
1273.76,519.655
1273.8,519.655
1273.84,519.655
1273.88,519.655
1273.92,519.655
1273.96,519.655
1274,519.655
1274.04,519.655
1274.08,519.655
1274.12,519.655
1274.16,519.655
1274.2,519.655
1274.24,519.655
1274.28,519.655
1274.32,519.655
1274.36,519.655
1274.4,519.655
1274.44,519.655
1274.48,519.655
1274.52,519.655
1274.56,519.655
1274.6,519.655
1274.64,519.655
1274.68,519.655
1274.72,519.655
1274.76,519.655
1274.8,519.655
1274.84,519.655
1274.88,519.655
1274.92,519.655
1274.96,519.655
1275,519.655
1275.04,519.655
1275.08,519.655
1275.12,519.655
1275.16,519.655
1275.2,519.655
1275.24,519.655
1275.28,519.655
1275.32,519.655
1275.36,519.655
1275.4,519.655
1275.44,519.655
1275.48,519.655
1275.52,519.655
1275.56,519.655
1275.6,519.655
1275.64,519.655
1275.68,519.655
1275.72,519.655
1275.76,519.655
1275.8,519.655
1275.84,519.655
1275.88,519.655
1275.92,519.655
1275.96,519.655
1276,519.655
1276.04,519.621
1276.08,519.621
1276.12,519.621
1276.16,519.621
1276.2,519.621
1276.24,519.621
1276.28,519.621
1276.32,519.621
1276.36,519.621
1276.4,519.621
1276.44,519.621
1276.48,519.621
1276.52,519.621
1276.56,519.621
1276.6,519.621
1276.64,519.621
1276.68,519.621
1276.72,519.621
1276.76,519.621
1276.8,519.621
1276.84,519.621
1276.88,519.621
1276.92,519.621
1276.96,519.621
1277,519.621
